season,week,team,opponent_team,def_sacks,def_interceptions,fumble_recovery_opp,def_tds,def_safeties,def_punt_blocks,def_pat_blocks,def_fg_blocks,special_teams_tds
2021,1,ARI,TEN,6,1,2,0,0,0,0,0,0
2021,1,ATL,PHI,1,0,0,0,0,0,0,0,0
2021,1,BAL,LV,3,1,0,0,0,0,0,0,0
2021,1,BUF,PIT,2,0,0,0,0,0,0,0,0
2021,1,CAR,NYJ,6,1,0,0,0,0,0,0,0
2021,1,CHI,LA,1,0,0,0,0,0,0,0,0
2021,1,CIN,MIN,3,0,1,0,0,0,0,0,0
2021,1,CLE,KC,2,0,0,0,0,0,0,0,0
2021,1,DAL,TB,0,2,2,0,0,0,0,0,0
2021,1,DEN,NYG,2,0,1,0,0,0,0,0,0
2021,1,DET,SF,1,0,2,0,0,0,0,0,0
2021,1,GB,NO,0,0,0,0,0,0,0,0,0
2021,1,HOU,JAX,1,3,0,0,0,0,0,0,0
2021,1,IND,SEA,3,0,1,0,0,0,0,0,0
2021,1,JAX,HOU,1,0,0,0,0,0,0,0,0
2021,1,KC,CLE,2,1,1,0,0,0,0,0,0
2021,1,LA,CHI,3,1,1,0,0,0,0,0,0
2021,1,LAC,WAS,1,0,1,0,0,0,0,0,0
2021,1,LV,BAL,3,0,2,0,0,0,0,0,0
2021,1,MIA,NE,0,0,2,0,0,0,0,0,0
2021,1,MIN,CIN,5,0,0,0,0,0,0,0,0
2021,1,NE,MIA,2,1,0,0,0,0,0,0,0
2021,1,NO,GB,2,2,1,0,0,0,0,0,0
2021,1,NYG,DEN,2,0,1,0,0,0,0,0,0
2021,1,NYJ,CAR,1,0,1,0,0,0,0,0,0
2021,1,PHI,ATL,3,0,0,0,0,0,0,0,0
2021,1,PIT,BUF,3,0,1,0,0,1,0,0,1
2021,1,SEA,IND,3,0,1,0,0,0,0,0,0
2021,1,SF,DET,3,1,0,1,0,0,0,0,0
2021,1,TB,DAL,1,1,0,0,0,0,0,0,0
2021,1,TEN,ARI,2,1,0,0,0,0,0,0,0
2021,1,WAS,LAC,2,1,0,0,0,0,0,0,0
2021,2,ARI,MIN,1,0,0,0,0,0,0,0,0
2021,2,ATL,TB,3,0,1,0,0,0,0,0,0
2021,2,BAL,KC,0,1,1,0,0,0,0,0,0
2021,2,BUF,MIA,6,1,2,0,0,0,0,0,0
2021,2,CAR,NO,4,2,0,0,0,0,0,0,0
2021,2,CHI,CIN,5,3,1,1,0,0,0,0,0
2021,2,CIN,CHI,3,1,0,0,0,0,0,0,0
2021,2,CLE,HOU,1,1,1,0,0,0,0,1,0
2021,2,DAL,LAC,2,2,0,0,0,0,0,0,0
2021,2,DEN,JAX,1,2,0,0,0,0,0,0,0
2021,2,DET,GB,3,0,0,0,0,0,0,0,0
2021,2,GB,DET,0,1,1,0,0,0,0,0,0
2021,2,HOU,CLE,2,1,1,0,0,0,0,0,0
2021,2,IND,LA,1,1,1,0,0,0,0,0,0
2021,2,JAX,DEN,3,0,0,0,0,0,0,0,1
2021,2,KC,BAL,1,2,0,1,0,0,0,0,0
2021,2,LA,IND,3,2,0,0,0,0,0,0,0
2021,2,LAC,DAL,2,1,0,0,0,0,0,0,0
2021,2,LV,PIT,2,1,0,0,0,0,0,0,0
2021,2,MIA,BUF,1,1,1,0,0,0,0,0,0
2021,2,MIN,ARI,3,2,0,1,0,0,0,0,0
2021,2,NE,NYJ,4,4,0,0,0,0,0,0,0
2021,2,NO,CAR,2,1,0,0,0,0,0,1,0
2021,2,NYG,WAS,1,1,0,0,0,0,0,0,0
2021,2,NYJ,NE,3,0,0,0,0,0,0,0,0
2021,2,PHI,SF,0,0,0,0,0,0,0,0,0
2021,2,PIT,LV,2,0,0,0,0,0,0,0,0
2021,2,SEA,TEN,3,0,1,0,0,0,0,0,0
2021,2,SF,PHI,2,0,0,0,0,0,0,1,0
2021,2,TB,ATL,1,3,0,2,0,0,0,0,0
2021,2,TEN,SEA,3,0,0,0,0,0,0,0,0
2021,2,WAS,NYG,4,0,0,0,0,0,0,0,0
2021,3,ARI,JAX,2,2,2,1,0,0,0,0,0
2021,3,ATL,NYG,2,0,1,0,0,0,0,0,0
2021,3,BAL,DET,2,0,0,0,0,0,0,0,0
2021,3,BUF,WAS,1,2,1,0,0,0,0,0,0
2021,3,CAR,HOU,4,0,0,0,0,0,0,0,0
2021,3,CHI,CLE,5,0,0,0,0,0,0,0,0
2021,3,CIN,PIT,4,2,0,0,0,0,0,0,0
2021,3,CLE,CHI,9,0,0,0,0,0,0,0,0
2021,3,DAL,PHI,2,2,0,1,0,0,0,0,0
2021,3,DEN,NYJ,5,2,0,0,0,0,0,0,0
2021,3,DET,BAL,4,1,0,0,0,0,0,0,0
