player_id,player_display_name,position,season,week,team,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_2pt_conversions,special_teams_tds,fumbles_lost_total,fg_made,fg_att,fg_missed,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,pat_made,pat_missed
00-0029606,Harrison Smith,FS,2024,1,MIN,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0029607,Demario Davis,OLB,2024,1,NO,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0029621,Greg Zuerlein,K,2024,1,NYJ,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
00-0029685,Greg Van Roten,G,2024,1,NYG,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0029692,Bryan Anger,P,2024,1,DAL,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0029892,Kyle Juszczyk,FB,2024,1,SF,NYJ,0,0,0,0,0,0,0,0,0,0,2,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030035,Adam Thielen,WR,2024,1,CAR,NO,0,0,0,0,0,0,0,0,0,0,3,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030061,Zach Ertz,TE,2024,1,WAS,TB,0,0,0,0,0,0,0,0,0,0,3,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030062,Darius Slay,CB,2024,1,PHI,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030063,Johnathan Hankins,DT,2024,1,SEA,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030070,John Jenkins,DT,2024,1,LV,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030092,Sam Martin,P,2024,1,BUF,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030098,Dustin Hopkins,K,2024,1,CLE,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0
00-0030114,Jordan Poyer,FS,2024,1,MIA,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030140,Tress Way,P,2024,1,WAS,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030279,Keenan Allen,WR,2024,1,CHI,TEN,0,0,0,0,0,0,0,0,0,0,4,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030386,William Gholston,DT,2024,1,TB,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030459,Tyrann Mathieu,FS,2024,1,NO,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030506,Travis Kelce,TE,2024,1,KC,BAL,0,0,0,0,0,0,0,0,0,0,3,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030561,Lane Johnson,OT,2024,1,PHI,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030564,DeAndre Hopkins,WR,2024,1,TEN,CHI,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030565,Geno Smith,QB,2024,1,SEA,DEN,18,25,171,1,1,0,4,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030578,Cordarrelle Patterson,RB,2024,1,PIT,ATL,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0030757,Mike Pennel,DT,2024,1,KC,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031040,Khalil Mack,OLB,2024,1,LAC,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031054,DaQuan Jones,DT,2024,1,BUF,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031136,Chris Boswell,K,2024,1,PIT,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,1,0,2,3,0,0,0,0,0,0,0
00-0031203,Cairo Santos,K,2024,1,CHI,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,1,1,0,0,0,0,0,1,0
00-0031236,Brandin Cooks,WR,2024,1,DAL,CLE,0,0,0,0,0,0,1,5,0,0,4,7,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031270,Shelby Harris,DE,2024,1,CLE,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031279,Jake Matthews,OT,2024,1,ATL,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031280,Derek Carr,QB,2024,1,NO,CAR,19,23,200,3,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031296,C.J. Mosley,ILB,2024,1,NYJ,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031298,Jimmie Ward,SAF,2024,1,HOU,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031299,Jordan Matthews,TE,2024,1,CAR,NO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031357,C.J. Goodwin,CB,2024,1,DAL,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031360,Kyle Van Noy,MLB,2024,1,BAL,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031364,Jadeveon Clowney,DE,2024,1,CAR,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031381,Davante Adams,WR,2024,1,LV,LAC,0,0,0,0,0,0,0,0,0,0,5,6,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031408,Mike Evans,WR,2024,1,TB,WAS,0,0,0,0,0,0,0,0,0,0,5,6,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031411,DeMarcus Lawrence,LB,2024,1,DAL,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031426,Joel Bitonio,G,2024,1,CLE,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031492,Jason Myers,K,2024,1,SEA,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,2,0
00-0031544,Amari Cooper,WR,2024,1,CLE,DAL,0,0,0,0,0,0,0,0,0,0,2,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031549,Nelson Agholor,WR,2024,1,BAL,KC,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031550,Shaq Thompson,OLB,2024,1,CAR,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031551,Eddie Goldman,NT,2024,1,ATL,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031554,Eric Kendricks,MLB,2024,1,DAL,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031557,Jordan Phillips,DT,2024,1,DAL,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031565,Danielle Hunter,DE,2024,1,HOU,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031576,Za'Darius Smith,DE,2024,1,CLE,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031583,Grady Jarrett,DT,2024,1,ATL,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031585,MyCole Pruitt,TE,2024,1,PIT,ATL,0,0,0,0,0,0,0,0,0,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031588,Stefon Diggs,WR,2024,1,HOU,IND,0,0,0,0,0,0,1,6,0,0,6,6,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031595,Michael Burton,FB,2024,1,DEN,SEA,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031608,Quandre Diggs,S,2024,1,TEN,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031687,Raheem Mostert,RB,2024,1,MIA,JAX,0,0,0,0,0,0,6,9,0,0,2,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031690,Eric Tomlinson,TE,2024,1,LAC,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031763,DeAndre Carter,WR,2024,1,CHI,TEN,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031785,Troy Hill,CB,2024,1,CAR,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031898,Alex Singleton,LB,2024,1,DEN,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031933,Leonard Williams,DE,2024,1,SEA,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031935,Preston Smith,DE,2024,1,GB,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031941,Jamison Crowder,WR,2024,1,WAS,TB,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0031957,Rakeem Nunez-Roches,DT,2024,1,NYG,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032052,Dante Fowler Jr.,DE,2024,1,WAS,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032065,Bradley Pinion,P,2024,1,ATL,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032103,Denzel Perryman,MLB,2024,1,LAC,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032104,Ameer Abdullah,RB,2024,1,LV,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032129,Jordan Hicks,MLB,2024,1,CLE,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032146,Bud Dupree,OLB,2024,1,LAC,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032164,Arik Armstead,DE,2024,1,JAX,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032195,Ronald Darby,CB,2024,1,JAX,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032211,Tyler Lockett,WR,2024,1,SEA,DEN,0,0,0,0,0,0,0,0,0,0,6,7,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032228,Joe Cardona,LS,2024,1,NE,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032265,Mario Edwards,DE,2024,1,HOU,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032366,Tyler Matakevich,ILB,2024,1,PIT,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032378,DeForest Buckner,DT,2024,1,IND,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032380,Laremy Tunsil,OT,2024,1,HOU,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032392,Austin Hooper,TE,2024,1,NE,CIN,0,0,0,0,0,0,0,0,0,0,2,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032394,Nick Vannett,TE,2024,1,TEN,CHI,0,0,0,0,0,0,0,0,0,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032395,Graham Glasgow,C,2024,1,DET,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032399,Miles Killebrew,SAF,2024,1,PIT,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032401,De'Vondre Campbell,OLB,2024,1,SF,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032415,Matthew Judon,OLB,2024,1,ATL,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032416,Quinton Jefferson,DE,2024,1,CLE,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032434,Brandon Allen,QB,2024,1,SF,NYJ,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032463,Kyle Peko,NT,2024,1,DET,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032464,Kalif Raymond,WR,2024,1,DET,LA,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032521,Mike Hilton,CB,2024,1,CIN,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032569,Wil Lutz,K,2024,1,DEN,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,1,0,0,0,0,0,0,1,0
00-0032574,Michael Pierce,DT,2024,1,BAL,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032580,Jonathan Jones,DB,2024,1,NE,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032667,Roy Robertson-Harris,DE,2024,1,JAX,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032671,Morgan Fox,DE,2024,1,LAC,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032726,Ka'imi Fairbairn,K,2024,1,HOU,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,2,0
00-0032759,Sheldon Rankins,DT,2024,1,CIN,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032762,Chris Jones,DE,2024,1,KC,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032763,Austin Johnson,NT,2024,1,BUF,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032764,Derrick Henry,RB,2024,1,BAL,KC,0,0,0,0,0,0,13,46,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032775,Demarcus Robinson,WR,2024,1,LA,DET,0,0,0,0,0,0,0,0,0,0,4,7,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032889,A'Shawn Robinson,DT,2024,1,CAR,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032892,Nick Vigil,OLB,2024,1,DAL,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032918,C.J. Ham,FB,2024,1,MIN,NYG,0,0,0,0,0,0,0,0,0,0,2,2,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032939,Vonn Bell,S,2024,1,CIN,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032943,Riley Dixon,P,2024,1,DEN,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032965,Ronnie Stanley,OT,2024,1,BAL,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032971,Justin Simmons,FS,2024,1,ATL,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033009,Tyler Boyd,WR,2024,1,TEN,CHI,0,0,0,0,0,0,0,0,0,0,3,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033010,Sheldon Day,DT,2024,1,WAS,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033040,Tyreek Hill,WR,2024,1,MIA,JAX,0,0,0,0,0,0,0,0,0,0,7,12,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033045,Ezekiel Elliott,RB,2024,1,DAL,CLE,0,0,0,0,0,0,10,40,1,0,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033046,Jihad Ward,LB,2024,1,MIN,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033051,David Onyemata,DT,2024,1,ATL,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033055,Jalen Ramsey,CB,2024,1,MIA,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033066,Andrew Billings,DT,2024,1,CHI,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033072,Leonard Floyd,DE,2024,1,SF,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033073,Emmanuel Ogbah,DE,2024,1,MIA,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033077,Dak Prescott,QB,2024,1,DAL,CLE,19,32,179,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033084,Kendall Fuller,CB,2024,1,MIA,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033090,Hunter Henry,TE,2024,1,NE,CIN,0,0,0,0,0,0,0,0,0,0,2,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033093,Jonathan Bullard,DE,2024,1,MIN,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
