season,source,scoring,teams,budget_per_team,overall_rank,position,position_rank,player_name,nfl_team,salary_cap_value,bye_week,internal_player_id,fantasypros_id,identity_status,match_method,match_confidence,source_pdf,source_sha256
2021,espn,non_ppr,10,200,49,QB,1,Patrick Mahomes,KC,13,12,nfl:gsis:00-0033873,16413,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,1,RB,1,Christian McCaffrey,CAR,62,13,nfl:gsis:00-0033280,16393,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,241,RB,78,Chris Evans,CIN,0,10,nfl:gsis:00-0036857,22797,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,159,WR,68,Bryan Edwards,LV,0,8,nfl:gsis:00-0036365,18634,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,50,QB,2,Josh Allen,BUF,13,7,nfl:gsis:00-0034857,17298,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,2,RB,2,Dalvin Cook,MIN,59,7,nfl:gsis:00-0033893,16374,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,242,RB,79,Kyle Juszczyk,SF,0,6,nfl:gsis:00-0029892,11798,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,160,WR,69,A.J. Green,ARI,0,12,nfl:gsis:00-0027942,9857,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,63,QB,3,Kyler Murray,ARI,8,12,nfl:gsis:00-0035228,18600,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,3,RB,3,Derrick Henry,TEN,59,13,nfl:gsis:00-0032764,15514,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,250,RB,80,Anthony McFarland Jr.,PIT,0,7,nfl:gsis:00-0036336,19366,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,161,WR,70,Randall Cobb,GB,0,13,nfl:gsis:00-0028002,9902,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,67,QB,4,Dak Prescott,DAL,7,7,nfl:gsis:00-0033077,15600,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,4,RB,4,Alvin Kamara,NO,58,6,nfl:gsis:00-0033906,16421,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,264,RB,81,Dare Ogunbowale,JAX,0,7,nfl:gsis:00-0033854,16879,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,162,WR,71,Gabriel Davis,BUF,0,7,nfl:gsis:00-0036196,19398,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,68,QB,5,Lamar Jackson,BAL,6,8,nfl:gsis:00-0034796,17233,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,5,RB,5,Saquon Barkley,NYG,56,10,nfl:gsis:00-0034844,17240,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,265,RB,82,Jeremy McNichols,TEN,0,13,nfl:gsis:00-0033955,16445,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,163,WR,72,Emmanuel Sanders,BUF,0,7,nfl:gsis:00-0027685,9707,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,79,QB,6,Aaron Rodgers,GB,4,13,nfl:gsis:00-0023459,9001,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,8,RB,6,Jonathan Taylor,IND,50,14,nfl:gsis:00-0036223,19217,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,276,RB,83,Dwayne Washington,NO,0,6,nfl:gsis:00-0032450,15850,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,164,WR,73,Amon-Ra St. Brown,DET,0,9,nfl:gsis:00-0036963,19799,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,80,QB,7,Russell Wilson,SEA,4,9,nfl:gsis:00-0029263,11180,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
2021,espn,non_ppr,10,200,9,RB,7,Ezekiel Elliott,DAL,48,7,nfl:gsis:00-0033045,15498,stable,exact_name,0.95,data/raw/espn_cheat_sheets/espn_salary_cap_values_2021_non_ppr.pdf,92a00b4d1e894f31ee6c1ba251a0bc58d4e59f66404373b232eee1bb6ce2360b
