season,internal_player_id,fantasypros_id,player_name,position,nfl_team,drafted,jugg_salary,jugg_owner,espn_salary_cap_value,espn_overall_rank,espn_position_rank,adp_espn,adp_yahoo,projected_points_jugg,prior_jugg_salary,player_pool_source
2023,nfl:gsis:00-0034351,17270,Dallas Goedert,TE,PHI,True,7,Robbie Bagwell,6,72,7,62.0,55.0,90.809,2,espn_and_jugg
2023,nfl:gsis:00-0034383,17349,Dalton Schultz,TE,HOU,False,,,2,115,12,120.0,170.0,80.273,6,espn
2023,nfl:gsis:00-0034419,17289,Braxton Berrios,WR,NYG,False,,,0,233,89,,,31.818,,espn
2023,nfl:gsis:00-0034521,17301,Allen Lazard,WR,FA,False,,,0,172,61,160.0,169.0,78.628,7,espn
2023,nfl:gsis:00-0034681,17496,Chase Edmonds,RB,WAS,False,,,0,209,67,,,46.002,5,espn
2023,nfl:gsis:00-0034750,17308,Rashaad Penny,RB,FA,True,1,Robbie Bagwell,2,110,36,129.0,107.0,80.891,3,espn_and_jugg
2023,nfl:gsis:00-0034753,17269,Mark Andrews,TE,BAL,True,26,Brandon Martin,21,38,2,36.0,33.0,104.544,30,espn_and_jugg
2023,nfl:gsis:00-0034764,17259,Michael Gallup,WR,FA,False,,,1,121,55,143.0,146.0,84.741,1,espn
2023,nfl:gsis:00-0034775,17268,Christian Kirk,WR,SF,True,3,Joey Breeland,6,69,32,84.0,87.0,121.962,1,espn_and_jugg
2023,nfl:gsis:00-0034777,17292,DJ Chark Jr.,WR,FA,False,,,2,109,50,147.0,182.0,86.289,2,espn
2023,nfl:gsis:00-0034791,17246,Nick Chubb,RB,FA,True,57,Robbie Bagwell,49,9,4,13.0,7.0,183.238,40,espn_and_jugg
2023,nfl:gsis:00-0034796,17233,Lamar Jackson,QB,BAL,True,27,Joey Breeland,21,39,4,31.0,36.0,376.886,23,espn_and_jugg
2023,nfl:gsis:00-0034816,17243,Ronald Jones II,RB,FA,False,,,0,235,72,,,25.989,1,espn
2023,nfl:gsis:00-0034827,17265,DJ Moore,WR,BUF,True,3,Ken Moller,18,43,21,55.0,52.0,151.806,11,espn_and_jugg
2023,nfl:gsis:00-0034829,17272,Mike Gesicki,TE,CIN,False,,,0,187,20,229.0,199.0,55.631,,espn
2023,nfl:gsis:00-0034830,17283,Hayden Hurst,TE,FA,False,,,0,259,29,235.0,153.0,47.167,1,espn
2023,nfl:gsis:00-0034837,17258,Calvin Ridley,WR,TEN,True,10,Ken Moller,22,36,17,38.0,38.0,141.873,47,espn_and_jugg
2023,nfl:gsis:00-0034844,17240,Saquon Barkley,RB,PHI,True,52,Phil Carr,44,12,6,9.0,11.0,201.178,44,espn_and_jugg
2023,nfl:gsis:00-0034855,17237,Baker Mayfield,QB,TB,False,,,0,296,32,211.0,,257.308,2,espn
2023,nfl:gsis:00-0034857,17298,Josh Allen,QB,BUF,True,30,Robbie Bagwell,30,27,2,20.0,22.0,426.94,34,espn_and_jugg
2023,nfl:gsis:00-0034869,17236,Sam Darnold,QB,SEA,False,,,0,316,37,,,43.389,,espn
2023,nfl:gsis:00-0034960,18598,Jakobi Meyers,WR,JAX,False,,,2,107,48,119.0,211.0,102.349,1,espn
2023,nfl:gsis:00-0034970,18610,Irv Smith Jr.,TE,FA,False,,,0,247,24,470.0,176.0,50.617,,espn
2023,nfl:gsis:00-0034972,18621,Alexander Mattison,RB,FA,True,13,Phil Carr,12,51,20,54.0,57.0,147.127,1,espn_and_jugg
2023,nfl:gsis:00-0034975,18256,Justice Hill,RB,BAL,False,,,0,277,84,,,45.642,,espn
2023,nfl:gsis:00-0034983,18345,Hunter Renfrow,WR,FA,False,,,0,173,62,178.0,,60.609,1,espn
2023,nfl:gsis:00-0035140,18587,Mecole Hardman Jr.,WR,BUF,False,,,0,217,79,,,55.351,,espn
2023,nfl:gsis:00-0035216,18615,Diontae Johnson,WR,FA,True,6,Nate Corbett,9,58,25,53.0,76.0,116.649,8,espn_and_jugg
2023,nfl:gsis:00-0035228,18600,Kyler Murray,QB,MIN,False,,,0,215,21,194.0,223.0,233.364,12,espn
2023,nfl:gsis:00-0035229,18290,T.J. Hockenson,TE,MIN,True,13,Ken Moller,13,49,3,43.0,42.0,120.168,7,espn_and_jugg
2023,nfl:gsis:00-0035243,18283,Miles Sanders,RB,FA,True,10,Brandon Martin,15,47,17,59.0,49.0,130.634,4,espn_and_jugg
2023,nfl:gsis:00-0035250,18280,Devin Singletary,RB,NYG,False,,,1,128,42,150.0,155.0,102.038,3,espn
2023,nfl:gsis:00-0035261,18705,Tony Pollard,RB,TEN,True,52,Lee Krassner,42,14,7,15.0,13.0,212.014,5,espn_and_jugg
2023,nfl:gsis:00-0035269,18545,Matt Gay,K,LV,False,,,1,159,9,166.0,222.0,111.98,5,espn
2023,nfl:gsis:00-0035291,18607,Trayveon Williams,RB,DET,False,,,0,211,69,,,36.556,,espn
2023,nfl:gsis:00-0035311,17251,Myles Gaskin,RB,FA,False,,,0,242,79,,,23.324,5,espn
2023,nfl:gsis:00-0035567,19074,Craig Reynolds,RB,WAS,False,,,0,213,71,,,37.456,,espn
2023,nfl:gsis:00-0035639,18463,Parris Campbell,WR,FA,False,,,1,138,60,189.0,,45.485,1,espn
2023,nfl:gsis:00-0035640,18219,DK Metcalf,WR,PIT,True,15,Lee Krassner,37,18,10,24.0,34.0,149.135,26,espn_and_jugg
2023,nfl:gsis:00-0035644,17527,Noah Fant,TE,NO,False,,,0,289,30,,,59.837,1,espn
2023,nfl:gsis:00-0035657,18230,Damien Harris,RB,FA,False,,,0,164,50,181.0,116.0,65.42,3,espn
2023,nfl:gsis:00-0035659,18466,Terry McLaurin,WR,WAS,True,3,George Rodman,9,59,26,65.0,62.0,125.678,12,espn_and_jugg
2023,nfl:gsis:00-0035662,18226,Hollywood Brown,WR,PHI,True,2,Phil Carr,7,66,29,81.0,99.0,114.717,7,espn_and_jugg
2023,nfl:gsis:00-0035676,18218,A.J. Brown,WR,NE,True,46,Brad Beissner,38,17,9,19.0,14.0,180.315,22,espn_and_jugg
2023,nfl:gsis:00-0035685,18239,David Montgomery,RB,HOU,True,3,George Rodman,5,76,28,76.0,75.0,163.318,17,espn_and_jugg
2023,nfl:gsis:00-0035689,18631,Dawson Knox,TE,BUF,False,,,0,249,26,185.0,134.0,60.701,3,espn
2023,nfl:gsis:00-0035700,18269,Josh Jacobs,RB,GB,True,45,Phil Carr,36,19,8,18.0,18.0,192.315,18,espn_and_jugg
2023,nfl:gsis:00-0035710,18232,Daniel Jones,QB,IND,False,,,2,104,12,114.0,91.0,265.996,1,espn
2023,nfl:gsis:00-0035719,18244,Deebo Samuel Sr.,WR,SF,True,25,Brad Beissner,32,23,13,35.0,39.0,156.152,44,espn_and_jugg
2023,nfl:gsis:00-0036020,19449,Salvon Ahmed,RB,CHI,False,,,0,212,70,,,22.857,,espn
2023,nfl:gsis:00-0036040,19562,Juwan Johnson,TE,NO,False,,,1,139,16,162.0,219.0,72.24,,espn
2023,nfl:gsis:00-0036139,19647,Rico Dowdle,RB,PIT,False,,,0,236,73,,,58.162,,espn
2023,nfl:gsis:00-0036158,19245,J.K. Dobbins,RB,BAL,True,14,George Rodman,5,77,29,,,,20,espn_and_jugg
2023,nfl:gsis:00-0036162,19760,Tyler Bass,K,BUF,True,2,Brad Beissner,1,157,7,136.0,100.0,126.32,1,espn_and_jugg
2023,nfl:gsis:00-0036165,19375,Isaiah Hodgins,WR,NYG,False,,,0,195,73,,,54.256,,espn
2023,nfl:gsis:00-0036196,19398,Gabe Davis,WR,FA,True,3,George Rodman,2,99,44,118.0,101.0,118.508,10,espn_and_jugg
2023,nfl:gsis:00-0036212,19198,Tua Tagovailoa,QB,ATL,False,,,2,105,13,101.0,95.0,326.837,,espn
2023,nfl:gsis:00-0036223,19217,Jonathan Taylor,RB,IND,True,25,Brandon Martin,8,62,25,67.0,30.0,144.241,75,espn_and_jugg
2023,nfl:gsis:00-0036233,19298,Donovan Peoples-Jones,WR,FA,False,,,0,218,80,,,59.646,,espn
2023,nfl:gsis:00-0036251,19263,Zack Moss,RB,FA,False,,,0,206,64,,,78.089,3,espn
2023,nfl:gsis:00-0036252,19278,Michael Pittman Jr.,WR,PIT,True,1,Phil Carr,4,83,37,87.0,82.0,125.141,15,espn_and_jugg
2023,nfl:gsis:00-0036261,19252,Brandon Aiyuk,WR,SF,True,3,Joey Breeland,7,67,30,73.0,63.0,140.291,1,espn_and_jugg
2023,nfl:gsis:00-0036264,19246,Jordan Love,QB,GB,False,,,0,267,28,179.0,167.0,303.016,,espn
2023,nfl:gsis:00-0036265,19358,AJ Dillon,RB,CAR,True,2,Joey Breeland,3,88,32,96.0,102.0,119.006,6,espn_and_jugg
2023,nfl:gsis:00-0036275,19210,D'Andre Swift,RB,CHI,True,4,Ken Moller,3,89,33,86.0,84.0,143.356,43,espn_and_jugg
2023,nfl:gsis:00-0036290,19229,Cole Kmet,TE,CHI,False,,,3,95,11,105.0,159.0,83.472,1,espn
2023,nfl:gsis:00-0036309,19810,Darnell Mooney,WR,NYG,False,,,2,117,51,140.0,212.0,79.205,9,espn
2023,nfl:gsis:00-0036322,19236,Justin Jefferson,WR,MIN,True,61,Lee Krassner,59,1,1,1.0,1.0,192.319,62,espn_and_jugg
2023,nfl:gsis:00-0036326,18627,Chase Claypool,WR,FA,False,,,0,176,65,,,49.474,1,espn
2023,nfl:gsis:00-0036328,19624,Antonio Gibson,RB,FA,True,3,Ken Moller,2,113,39,112.0,108.0,105.367,1,espn_and_jugg
2023,nfl:gsis:00-0036345,19708,K.J. Osborn,WR,TEN,False,,,1,137,59,169.0,,79.641,,espn
2023,nfl:gsis:00-0036355,18635,Justin Herbert,QB,LAC,True,15,George Rodman,10,55,6,42.0,50.0,331.011,27,espn_and_jugg
2023,nfl:gsis:00-0036358,19202,CeeDee Lamb,WR,DAL,True,44,Brandon Martin,41,15,7,16.0,12.0,198.269,38,espn_and_jugg
2023,nfl:gsis:00-0036360,19325,Clyde Edwards-Helaire,RB,FA,True,1,Julius Berotte,0,200,59,,140.0,59.852,14,espn_and_jugg
2023,nfl:gsis:00-0036370,19445,Joshua Kelley,RB,FA,False,,,0,201,60,,,60.808,,espn
2023,nfl:gsis:00-0036389,19275,Jalen Hurts,QB,PHI,True,29,Ken Moller,29,28,3,22.0,21.0,402.501,10,espn_and_jugg
2023,nfl:gsis:00-0036407,19201,Jerry Jeudy,WR,CLE,True,3,Brandon Martin,17,45,23,75.0,81.0,111.758,7,espn_and_jugg
2023,nfl:gsis:00-0036410,19211,Tee Higgins,WR,CIN,True,24,Brad Beissner,32,24,14,26.0,29.0,135.74,10,espn_and_jugg
2023,nfl:gsis:00-0036414,19268,Cam Akers,RB,FA,True,7,Joey Breeland,10,54,23,68.0,53.0,131.28,12,espn_and_jugg
2023,nfl:gsis:00-0036415,19483,Van Jefferson,WR,WAS,False,,,0,180,69,,,63.869,,espn
2023,nfl:gsis:00-0036442,19196,Joe Burrow,QB,CIN,True,18,Phil Carr,20,40,5,34.0,41.0,334.691,12,espn_and_jugg
2023,nfl:gsis:00-0036493,20097,Deon Jackson,RB,FA,False,,,0,166,52,187.0,204.0,38.138,,espn
2023,nfl:gsis:00-0036550,19794,Rashod Bateman,WR,BAL,False,,,0,181,70,197.0,139.0,77.663,3,espn
2023,nfl:gsis:00-0036554,20130,Nico Collins,WR,HOU,False,,,2,119,53,146.0,183.0,123.305,,espn
2023,nfl:gsis:00-0036555,19792,Chuba Hubbard,RB,CAR,False,,,0,203,62,,172.0,107.613,2,espn
2023,nfl:gsis:00-0036567,22813,Elijah Mitchell,RB,FA,True,4,Joey Breeland,2,114,40,148.0,156.0,87.34,20,espn_and_jugg
2023,nfl:gsis:00-0036613,19790,Jaylen Waddle,WR,DEN,True,26,Ken Moller,33,22,12,25.0,23.0,142.811,6,espn_and_jugg
2023,nfl:gsis:00-0036849,20126,Tutu Atwell,WR,MIA,True,1,Brandon Martin,0,230,86,,,65.826,,espn_and_jugg
2023,nfl:gsis:00-0036854,23297,Evan McPherson,K,CIN,True,1,Robbie Bagwell,1,153,3,106.0,96.0,122.09,11,espn_and_jugg
2023,nfl:gsis:00-0036857,22797,Chris Evans,RB,FA,False,,,0,276,83,,,21.547,,espn
2023,nfl:gsis:00-0036875,22726,Rhamondre Stevenson,RB,NE,True,13,Nate Corbett,23,34,15,37.0,31.0,145.188,2,espn_and_jugg
2023,nfl:gsis:00-0036893,19302,Najee Harris,RB,NYG,True,24,Julius Berotte,26,30,11,29.0,27.0,166.482,61,espn_and_jugg
2023,nfl:gsis:00-0036894,20163,Pat Freiermuth,TE,PIT,False,,,3,92,8,82.0,69.0,80.167,,espn
2023,nfl:gsis:00-0036900,19788,Ja'Marr Chase,WR,CIN,True,57,Julius Berotte,58,2,2,2.0,3.0,185.31,57,espn_and_jugg
2023,nfl:gsis:00-0036906,22763,Khalil Herbert,RB,SF,True,3,Phil Carr,3,87,31,91.0,94.0,127.422,,espn_and_jugg
2023,nfl:gsis:00-0036912,19222,DeVonta Smith,WR,PHI,True,32,Joey Breeland,22,35,16,30.0,25.0,142.902,2,espn_and_jugg
2023,nfl:gsis:00-0036913,20119,Kadarius Toney,WR,FA,True,3,Phil Carr,1,135,57,154.0,136.0,79.496,2,espn_and_jugg
2023,nfl:gsis:00-0036919,23310,Kenny Gainwell,RB,TB,False,,,0,165,51,192.0,148.0,85.759,,espn
2023,nfl:gsis:00-0036928,19800,Kyle Trask,QB,CAR,False,,,0,301,33,,,44.635,,espn
2023,nfl:gsis:00-0036936,,Rondale Moore,WR,ARI,False,,,2,118,52,,,,,espn
2023,nfl:gsis:00-0036945,19781,Justin Fields,QB,KC,True,20,Nate Corbett,10,56,7,44.0,48.0,337.755,,espn_and_jugg
2023,nfl:gsis:00-0036963,19799,Amon-Ra St. Brown,WR,DET,True,39,Julius Berotte,34,21,11,21.0,20.0,169.536,12,espn_and_jugg
2023,nfl:gsis:00-0036970,20164,Kyle Pitts Sr.,TE,ATL,True,8,Julius Berotte,6,71,6,58.0,59.0,96.395,37,espn_and_jugg
2023,nfl:gsis:00-0036971,19780,Trevor Lawrence,QB,JAX,True,6,Lee Krassner,5,74,9,60.0,56.0,326.279,,espn_and_jugg
2023,nfl:gsis:00-0036972,20156,Mac Jones,QB,SF,False,,,0,269,30,207.0,122.0,234.154,,espn
2023,nfl:gsis:00-0036973,19231,Travis Etienne Jr.,RB,NO,True,33,Joey Breeland,35,20,9,27.0,24.0,194.769,9,espn_and_jugg
2023,nfl:gsis:00-0036980,20114,Elijah Moore,WR,PHI,False,,,2,120,54,145.0,124.0,88.41,2,espn
2023,nfl:gsis:00-0036997,22739,Javonte Williams,RB,DAL,True,3,Ken Moller,8,63,26,70.0,67.0,140.038,30,espn_and_jugg
2023,nfl:gsis:00-0037077,23045,Sam Howell,QB,DAL,False,,,0,268,29,200.0,210.0,277.647,,espn
2023,nfl:gsis:00-0037197,24333,Isiah Pacheco,RB,DET,True,6,Brad Beissner,5,75,27,71.0,68.0,158.304,2,espn_and_jugg
2023,nfl:gsis:00-0037224,23901,Cameron Dicker,K,LAC,True,1,Phil Carr,,,,171.0,151.0,125.62,,jugg_exception
2023,nfl:gsis:00-0037228,24209,Jaylen Warren,RB,PIT,False,,,1,132,46,149.0,161.0,110.77,,espn
2023,nfl:gsis:00-0037238,23163,Drake London,WR,ATL,True,3,Julius Berotte,6,68,31,77.0,61.0,119.755,,espn_and_jugg
2023,nfl:gsis:00-0037239,20111,Chris Olave,WR,NO,True,36,Nate Corbett,31,25,15,28.0,26.0,147.55,1,espn_and_jugg
2023,nfl:gsis:00-0037240,23677,Jameson Williams,WR,DET,False,,,0,194,72,190.0,184.0,77.16,,espn
2023,nfl:gsis:00-0037247,22963,George Pickens,WR,DAL,True,8,Ken Moller,4,82,36,78.0,88.0,124.512,,espn_and_jugg
2023,nfl:gsis:00-0037248,22958,James Cook III,RB,BUF,True,4,Nate Corbett,8,61,24,61.0,65.0,156.568,,espn_and_jugg
2023,nfl:gsis:00-0037252,23153,Greg Dulcich,TE,MIA,False,,,0,188,21,195.0,131.0,56.163,,espn
2023,nfl:gsis:00-0037256,23891,Rachaad White,RB,WAS,True,10,Lee Krassner,13,50,19,52.0,83.0,169.102,,espn_and_jugg
2023,nfl:gsis:00-0037258,22947,Dameon Pierce,RB,PHI,True,24,Nate Corbett,24,33,14,40.0,43.0,137.701,8,espn_and_jugg
2023,nfl:gsis:00-0037263,24172,Tyler Allgeier,RB,ARI,False,,,1,129,43,158.0,179.0,105.649,,espn
2023,nfl:gsis:00-0037267,22921,Jerome Ford,RB,WAS,False,,,0,199,58,,,105.649,,espn
2023,nfl:gsis:00-0037276,19471,Ty Chandler,RB,NO,False,,,0,207,65,,,86.98,,espn
2023,nfl:gsis:00-0037299,23162,Keaontay Ingram,RB,FA,False,,,0,208,66,,,45.247,,espn
2023,nfl:gsis:00-0037429,20100,Raheem Blackshear,RB,DET,False,,,0,210,68,,,28.695,,espn
2023,nfl:gsis:00-0037545,24687,Rashid Shaheed,WR,SEA,False,,,0,228,84,,,87.809,,espn
2023,nfl:gsis:00-0037664,23791,Alec Pierce,WR,IND,False,,,0,196,74,,,68.491,,espn
2023,nfl:gsis:00-0037740,23072,Garrett Wilson,WR,NYJ,True,47,Phil Carr,40,16,8,17.0,19.0,150.093,,espn_and_jugg
2023,nfl:gsis:00-0037741,23101,Jahan Dotson,WR,ATL,True,3,Lee Krassner,4,84,38,94.0,97.0,106.996,,espn_and_jugg
2023,nfl:gsis:00-0037742,22905,Treylon Burks,WR,WAS,True,1,Brandon Martin,2,97,42,116.0,130.0,91.128,1,espn_and_jugg
2023,nfl:gsis:00-0037744,22936,Trey McBride,TE,ARI,False,,,0,292,33,,,70.625,,espn
2023,nfl:gsis:00-0037746,20094,Brian Robinson Jr.,RB,ATL,True,4,Lee Krassner,3,90,34,100.0,104.0,131.322,,espn_and_jugg
2023,nfl:gsis:00-0037809,23982,Chig Okonkwo,TE,WAS,False,,,2,116,13,156.0,145.0,72.764,,espn
2023,nfl:gsis:00-0037816,23794,Romeo Doubs,WR,NE,False,,,0,179,68,193.0,185.0,96.109,,espn
2023,nfl:gsis:00-0037834,19797,Brock Purdy,QB,SF,False,,,0,266,27,163.0,158.0,289.026,,espn
2023,nfl:gsis:00-0037840,23059,Kyren Williams,RB,LAR,False,,,0,169,55,,,138.381,,espn
2023,nfl:gsis:00-0038040,20095,Zamir White,RB,SF,False,,,0,264,81,,198.0,45.423,,espn
2023,nfl:gsis:00-0038041,22718,Jake Ferguson,TE,DAL,True,1,Phil Carr,0,293,34,203.0,224.0,77.067,,espn_and_jugg
2023,nfl:gsis:00-0038090,23905,Skyy Moore,WR,GB,True,2,Joey Breeland,4,86,40,98.0,142.0,75.55,1,espn_and_jugg
2023,nfl:gsis:00-0038102,22722,Kenny Pickett,QB,CAR,True,1,Brad Beissner,0,182,18,155.0,138.0,248.615,1,espn_and_jugg
2023,nfl:gsis:00-0038117,22985,Wan'Dale Robinson,WR,TEN,False,,,0,226,82,,,68.513,,espn
2023,nfl:gsis:00-0038120,22982,Breece Hall,RB,NYJ,True,7,Nate Corbett,14,48,18,48.0,37.0,174.75,8,espn_and_jugg
2023,nfl:gsis:00-0038122,20080,Desmond Ridder,QB,FA,False,,,0,270,31,,,225.721,,espn
2023,nfl:gsis:00-0038124,23886,Christian Watson,WR,GB,True,8,Joey Breeland,22,37,18,46.0,72.0,128.328,,espn_and_jugg
2023,nfl:gsis:00-0038129,23181,Cade Otton,TE,TB,False,,,0,257,27,,,66.533,,espn
2023,nfl:gsis:00-0038132,23028,Matt Corral,QB,FA,False,,,0,319,40,,,8.033,,espn
2023,nfl:gsis:00-0038134,23021,Kenneth Walker III,RB,KC,True,22,Brad Beissner,15,46,16,50.0,44.0,171.29,1,espn_and_jugg
2023,nfl:gsis:00-0038397,25325,Evan Hull,RB,ARI,False,,,0,167,53,,,30.525,,espn
2023,nfl:gsis:00-0038542,23133,Bijan Robinson,RB,ATL,True,62,Joey Breeland,48,10,5,7.0,8.0,214.389,,espn_and_jugg
2023,nfl:gsis:00-0038543,23070,Jaxon Smith-Njigba,WR,SEA,True,1,Julius Berotte,4,85,39,99.0,109.0,102.866,,espn_and_jugg
2023,nfl:gsis:00-0038544,23123,Quentin Johnston,WR,LAC,False,,,2,106,47,126.0,181.0,88.235,,espn
2023,nfl:gsis:00-0038551,24360,Kendre Miller,RB,NO,False,,,0,265,82,,188.0,51.056,,espn
2023,nfl:gsis:00-0038555,22908,Tank Bigsby,RB,PHI,True,2,Robbie Bagwell,0,170,56,173.0,177.0,62.656,,espn_and_jugg
2023,nfl:gsis:00-0038559,25333,Michael Wilson,WR,ARI,False,,,0,225,81,,,77.911,,espn
2023,nfl:gsis:00-0038582,25227,Clayton Tune,QB,FA,False,,,0,310,35,,,23.261,,espn
2023,nfl:gsis:00-0038611,22986,Chris Rodriguez Jr.,RB,JAX,False,,,0,278,85,,,32.449,,espn
2023,nfl:gsis:00-0038622,22984,Deuce Vaughn,RB,FA,True,1,Julius Berotte,0,239,76,191.0,143.0,40.179,,espn_and_jugg
2023,nfl:gsis:00-0038705,25654,Emari Demercado,RB,KC,False,,,0,241,78,,,56.46,,espn
2023,nfl:gsis:00-0038794,25876,Jaleel McLaughlin,RB,DEN,False,,,0,250,80,,,66.679,,espn
2023,nfl:gsis:00-0038933,25247,Dalton Kincaid,TE,BUF,False,,,1,133,14,131.0,137.0,82.099,,espn
2023,nfl:gsis:00-0038976,23080,Marvin Mims Jr.,WR,DEN,False,,,0,198,76,228.0,196.0,75.892,,espn
2023,nfl:gsis:00-0038977,25361,Tank Dell,WR,HOU,False,,,0,234,90,403.0,,75.899,,espn
2023,nfl:gsis:00-0038994,23107,Jordan Addison,WR,MIN,True,2,George Rodman,2,96,41,102.0,106.0,121.493,,espn_and_jugg
2023,nfl:gsis:00-0039021,25322,Roschon Johnson,RB,CHI,False,,,0,161,47,184.0,195.0,72.731,,espn
2023,nfl:gsis:00-0039032,25323,Tyjae Spears,RB,TEN,False,,,0,171,57,,205.0,87.9,,espn
2023,nfl:gsis:00-0039040,23136,De'Von Achane,RB,MIA,False,,,0,162,48,180.0,175.0,113.062,,espn
2023,nfl:gsis:00-0039062,23030,Jonathan Mingo,WR,DAL,False,,,0,175,64,210.0,,76.058,,espn
2023,nfl:gsis:00-0039064,22916,Zay Flowers,WR,BAL,True,2,Robbie Bagwell,2,98,43,110.0,129.0,115.15,,espn_and_jugg
2023,nfl:gsis:00-0039065,22978,Sam LaPorta,TE,DET,False,,,0,186,19,170.0,201.0,99.769,,espn
2023,nfl:gsis:00-0039066,23056,Michael Mayer,TE,LV,False,,,0,291,32,217.0,203.0,56.965,,espn
2023,nfl:gsis:00-0039067,23113,Rashee Rice,WR,KC,True,10,Ken Moller,0,205,77,,174.0,96.608,,espn_and_jugg
2023,nfl:gsis:00-0039139,22968,Jahmyr Gibbs,RB,DET,True,33,Robbie Bagwell,26,31,12,33.0,35.0,178.297,,espn_and_jugg
2023,nfl:gsis:00-0039144,25282,Luke Musgrave,TE,GB,False,,,0,290,31,205.0,178.0,54.664,,espn
2023,nfl:gsis:00-0039146,23020,Jayden Reed,WR,GB,False,,,0,178,67,,,105.248,,espn
2023,nfl:gsis:00-0039150,22900,Bryce Young,QB,CAR,False,,,0,244,25,176.0,135.0,251.247,,espn
2023,nfl:gsis:00-0039152,22987,Will Levis,QB,TEN,False,,,0,318,39,,,99.24,,espn
2023,nfl:gsis:00-0039163,23071,C.J. Stroud,QB,HOU,False,,,0,245,26,196.0,133.0,271.069,,espn
2023,nfl:gsis:00-0039164,24347,Anthony Richardson Sr.,QB,IND,False,,,1,123,14,125.0,120.0,260.226,,espn
2023,nfl:gsis:00-0039165,23152,Zach Charbonnet,RB,SEA,True,1,Robbie Bagwell,1,127,41,138.0,118.0,94.176,,espn_and_jugg
2024,nfl:def:ATL,8010,Atlanta Falcons,DEF,ATL,False,,,0,236,14,205.0,201.0,104.54,,espn
2024,nfl:def:BAL,8020,Baltimore Ravens,DEF,BAL,True,1,Brandon Martin,1,172,4,100.0,75.0,121.1,1,espn_and_jugg
2024,nfl:def:BUF,8030,Buffalo Bills,DEF,BUF,True,1,George Rodman,,,,184.0,136.0,111.26,1,jugg_exception
2024,nfl:def:CHI,8050,Chicago Bears,DEF,CHI,False,,,0,235,13,176.0,221.0,103.07,1,espn
2024,nfl:def:CIN,8060,Cincinnati Bengals,DEF,CIN,False,,,1,178,10,163.0,223.0,108.13,,espn
2024,nfl:def:CLE,8070,Cleveland Browns,DEF,CLE,True,1,Robbie Bagwell,1,169,1,85.0,91.0,109.84,1,espn_and_jugg
2024,nfl:def:DAL,8080,Dallas Cowboys,DEF,DAL,True,2,Julius Berotte,1,170,2,93.0,83.0,120.78,2,espn_and_jugg
2024,nfl:def:DET,8100,Detroit Lions,DEF,DET,False,,,0,180,12,167.0,198.0,102.42,,espn
2024,nfl:def:HOU,8120,Houston Texans,DEF,HOU,True,1,Brandon Martin,,,,185.0,211.0,114.21,,jugg_exception
2024,nfl:def:JAX,8140,Jacksonville Jaguars,DEF,JAX,False,,,1,177,9,169.0,213.0,105.13,,espn
2024,nfl:def:KC,8150,Kansas City Chiefs,DEF,KC,True,1,Nate Corbett,0,179,11,149.0,100.0,113.52,,espn_and_jugg
2024,nfl:def:MIA,8160,Miami Dolphins,DEF,MIA,True,1,Ken Moller,1,175,7,136.0,138.0,108.39,,espn_and_jugg
2024,nfl:def:NO,8190,New Orleans Saints,DEF,NO,True,1,Lee Krassner,1,176,8,147.0,224.0,105.93,1,espn_and_jugg
2024,nfl:def:NYJ,8210,New York Jets,DEF,NYJ,True,2,Brad Beissner,1,171,3,104.0,79.0,116.67,2,espn_and_jugg
2024,nfl:def:PHI,8230,Philadelphia Eagles,DEF,PHI,True,1,Phil Carr,,,,179.0,199.0,112.35,4,jugg_exception
2024,nfl:def:PIT,8240,Pittsburgh Steelers,DEF,PIT,False,,,1,174,6,121.0,113.0,111.47,1,espn
2024,nfl:def:SEA,8260,Seattle Seahawks,DEF,SEA,False,,,0,254,15,189.0,209.0,103.09,1,espn
2024,nfl:def:SF,8270,San Francisco 49ers,DEF,SF,True,2,Joey Breeland,1,173,5,102.0,70.0,110.49,2,espn_and_jugg
2024,nfl:gsis:00-0023459,9001,Aaron Rodgers,QB,PIT,True,1,Julius Berotte,2,118,13,107.0,143.0,288.843,3,espn_and_jugg
2024,nfl:gsis:00-0026158,9300,Joe Flacco,QB,CIN,False,,,0,318,39,272.0,,21.206,1,espn
2024,nfl:gsis:00-0026498,9451,Matthew Stafford,QB,LAR,False,,,0,197,21,162.0,164.0,292.996,1,espn
2024,nfl:gsis:00-0028118,10007,Tyrod Taylor,QB,GB,False,,,0,317,38,,,21.576,,espn
2024,nfl:gsis:00-0029263,11180,Russell Wilson,QB,FA,False,,,0,267,28,204.0,125.0,237.775,6,espn
2024,nfl:gsis:00-0029597,11465,Justin Tucker,K,FA,True,2,Brad Beissner,1,183,3,97.0,77.0,141.3,4,espn_and_jugg
2024,nfl:gsis:00-0029604,11177,Kirk Cousins,QB,LV,False,,,2,120,15,129.0,155.0,296.168,1,espn
2024,nfl:gsis:00-0029621,11345,Greg Zuerlein,K,FA,False,,,1,185,5,137.0,212.0,129.61,1,espn
2024,nfl:gsis:00-0030035,13429,Adam Thielen,WR,FA,False,,,1,138,59,145.0,161.0,95.661,2,espn
2024,nfl:gsis:00-0030098,11818,Dustin Hopkins,K,FA,False,,,0,237,13,,220.0,121.63,,espn
2024,nfl:gsis:00-0030279,11616,Keenan Allen,WR,IND,True,4,Brad Beissner,6,72,37,78.0,80.0,121.947,5,espn_and_jugg
