season,reason,fantasypros_id,name,position,team,ffa_candidates,action_needed,recommended_action
2020,unmatched,13942,Cameron Artis-Payne,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,13729,Charcandrick West,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9749,Chris Ivory,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18058,Chris Warren III,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18660,Christian Wade,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11658,Christine Michael,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,14263,Corey Grant,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19074,Craig Reynolds,RB,WAS,,no,None; FFA has no matching enrichment row
2020,unmatched,16407,D'Onta Foreman,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,15691,D.J. Foster,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18154,Dalyn Dawkins,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19455,Darius Anderson,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,15813,Darius Jackson,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17569,David Williams,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18069,De'Lance Turner,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11995,Derrick Coleman,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17241,Derrius Guice,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17737,Detrez Newsome,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16676,Devante Mays,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18460,Dexter Williams,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11186,Doug Martin,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,12116,Isaiah Crowell,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19627,JaMycal Hasty,RB,NE,,no,None; FFA has no matching enrichment row
2020,unmatched,9894,Jacquizz Rodgers,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9258,Jamaal Charles,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11941,James Develin,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18606,James Williams,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19432,Javon Leake,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,13944,Javorius Allen,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,13940,Jay Ajayi,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,12102,Jeremy Hill,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,13946,Jeremy Langford,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16445,Jeremy McNichols,RB,WAS,,no,None; FFA has no matching enrichment row
2020,unmatched,9317,Jonathan Stewart,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17764,Jordan Chunn,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17248,Josh Adams,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16746,Justin Davis,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17250,Kalen Ballage,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,12343,Kapri Bibbs,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18622,Karan Higdon,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18084,Keith Ford,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16597,Khalfani Muhammad,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11185,Lamar Miller,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9717,LeGarrette Blount,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19345,LeVante Bellamy,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,14091,Malcolm Johnson,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,13955,Marcus Murphy,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17305,Mark Walton,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9428,Marshawn Lynch,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16554,Matt Dayes,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19399,Michael Warren II,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11657,Mike Gillislee,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18619,Mike Weber,RB,NYG,,no,None; FFA has no matching enrichment row
2020,unmatched,17587,Nick Bawden,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,12018,Patrick DiMarco,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,15551,Paul Perkins,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16154,Robert Kelley,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11191,Robert Turbin,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17284,Roc Thomas,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18608,Rodney Anderson,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,13505,Roosevelt Nix,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19449,Salvon Ahmed,RB,CHI,,no,None; FFA has no matching enrichment row
2020,unmatched,17131,Shane Smith,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17828,Shaun Wilson,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11638,Spencer Ware,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9928,Stevan Ridley,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11649,Theo Riddick,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11839,Tommy Bohanon,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11470,Travaris Cadet,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16297,Tre Madden,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17201,Trey Edmunds,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18489,Wes Hills,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11920,Zach Line,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,14185,Zach Zenner,RB,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19389,Harrison Bryant,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18135,Jaeden Graham,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19456,Josiah Deguara,TE,SF,,no,None; FFA has no matching enrichment row
2020,unmatched,19242,Hunter Bryant,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19726,Sean McKeon,TE,IND,,no,None; FFA has no matching enrichment row
2020,unmatched,19234,Brycen Hopkins,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18835,Donald Parham Jr.,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19688,Noah Togiai,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18757,Stephen Carlson,TE,CHI,,no,None; FFA has no matching enrichment row
2020,unmatched,16022,J.P. Holtz,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,14072,A.J. Derby,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16217,Alan Cross,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18596,Alize Mack,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18133,Austin Roberts,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,12145,Austin Seferian-Jenkins,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,15842,Ben Braunecker,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,13958,Ben Koyack,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18400,Brandon Dillon,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,14332,Brian Parker,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18386,C.J. Conrad,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18771,Carson Meier,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,10003,Charles Clay,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19048,Charles Jones,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,13956,Clive Walford,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17914,Codey McElroy,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19372,Colby Parkinson,TE,LAR,,no,None; FFA has no matching enrichment row
2020,unmatched,15855,David Grinnage,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,15857,David Morgan II,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9172,Delanie Walker,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11691,Dion Sims,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11219,Dwayne Allen,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9706,Ed Dickson,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,14339,Eric Tomlinson,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,12352,Erik Swoope,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16878,Evan Baylis,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,14282,Gabe Holmes,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18136,Garrett Dickerson,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16252,Garrett Griffin,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,15924,Hakeem Valles,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18785,Hale Hentges,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19250,Jared Pinkney,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9685,Jermaine Gresham,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,13849,Jerome Cunningham,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18482,Jesper Horsted,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9312,John Phillips,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16458,Jordan Leggett,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16233,Joshua Perkins,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18431,Kendall Blanton,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9912,Lance Kendricks,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9850,Logan Paulsen,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16541,Mason Schreck,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18018,Matt Flanagan,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,14116,Neal Sterling,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9988,Niles Paul,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11224,Orson Charles,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16937,Pharaoh Brown,TE,IND,,no,None; FFA has no matching enrichment row
2020,unmatched,11315,Rhett Ellison,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,15808,Rico Gathers,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,14613,Ross Travis,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,13839,Scott Simonson,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16912,Sean Culkin,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19641,Stephen Sullivan,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17826,Tanner Hudson,TE,CIN,,no,None; FFA has no matching enrichment row
2020,unmatched,15913,Temarrick Hemingway,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19622,Thaddeus Moss,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18325,Tommy Sweeney,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17273,Troy Fumagalli,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17094,Tyrone Swoopes,TE,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18962,Steven Sims Jr.,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11440,Josh Gordon,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18713,Bisi Johnson,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18714,Scotty Miller,WR,CHI,,no,None; FFA has no matching enrichment row
2020,unmatched,17855,Christian Blake,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,14174,Geremy Davis,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19030,Darrius Shepherd,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19398,Gabe Davis,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16666,Jamal Agnew,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,13974,Devin Smith,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18856,Malik Taylor,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18941,Jalen Guyton,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18864,Olamide Zaccheaus,WR,ATL,,no,None; FFA has no matching enrichment row
2020,unmatched,19332,KJ Hill Jr.,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19604,Isaiah Wright,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19093,Gunner Olszewski,WR,NYG,,no,None; FFA has no matching enrichment row
2020,unmatched,17060,Victor Bolden Jr.,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18876,Deonte Harty,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19729,Freddie Swain,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19359,James Proche II,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19736,Dezmon Patmon,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18933,Jason Moore Jr.,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17441,Quadree Henderson,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19746,Malcolm Perry,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19396,Quintez Cephus,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,15814,Marcus Johnson,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19329,John Hightower,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16834,C.J. Board,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17649,Chris Lacy,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19810,Darnell Mooney,WR,NYG,,no,None; FFA has no matching enrichment row
2020,unmatched,18354,Alexander Hollins,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18719,John Ursua,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,15689,Charone Peake,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18791,Jeff Smith,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16056,Tevin Jones,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16533,Austin Carr,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16930,Isaac Whitney,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17291,J'Mon Moore,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,15852,Trevor Davis,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18763,Michael Walker,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17916,Steven Mitchell Jr.,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,15658,Ricardo Louis,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16496,Robert Davis,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16117,Jaydon Mickens,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18907,Nsimba Webster,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16728,Chad Williams,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,13753,Diontae Spencer,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17668,Darvin Kidsy,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19298,Donovan Peoples-Jones,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18470,Travis Fulgham,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16918,Marcus Kemp,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18624,Stanley Morgan Jr.,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16495,Keon Hatcher,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19505,Marquez Callaway,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16151,Maurice Harris,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19672,Trishton Jackson,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18289,Collin Johnson,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,20056,Dan Chisena,WR,CAR,,no,None; FFA has no matching enrichment row
2020,unmatched,11575,Josh Bellamy,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17146,Tim White,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18590,Lil'Jordan Humphrey,WR,DEN,,no,None; FFA has no matching enrichment row
2020,unmatched,19045,Ventell Bryant,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16253,Tommylee Lewis,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18676,Ishmael Hyman,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18787,Penny Hart,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18585,Greg Dortch,WR,DET,,no,None; FFA has no matching enrichment row
2020,unmatched,19674,Tyrie Cleveland,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,10006,Aldrick Robinson,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,15707,Alonzo Russell,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16435,Amara Darboh,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11406,Andre Holmes,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16911,Andre Patton,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16131,Andy Jones,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18605,Antoine Wesley,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9808,Antonio Brown,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17286,Antonio Callaway,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16492,Artavis Scott,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17532,Austin Proehl,WR,FA,,no,None; FFA has no matching enrichment row
