season,reason,fantasypros_id,name,position,team,ffa_candidates,action_needed,recommended_action
2020,unmatched,17013,Bobo Wilson,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,14341,Bradley Marquez,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9699,Brandon LaFell,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9064,Brandon Marshall,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11212,Brian Quick,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11837,Brice Butler,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,12137,Bruce Ellington,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18148,Cam Phillips,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18016,Cam Sims,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17973,Cameron Batson,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,14352,Cameron Meredith,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16038,Chester Rogers,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,12206,Cody Latimer,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,15506,Corey Coleman,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17096,Cyril Grayson Jr.,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19060,Damion Willis,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,14467,Darius Jennings,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9156,Darrius Heyward-Bey,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17519,Daurice Fountain,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18485,Davion Davis,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9691,Demaryius Thomas,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17263,Deon Cain,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17257,Deontay Burnett,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11434,Deonte Thompson,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17664,Derrick Willies,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9681,Dez Bryant,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18623,Dillon Mitchell,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,12125,Donte Moncrief,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,10992,Doug Baldwin,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,10004,Dwayne Harris,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17571,Dylan Cantrell,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,14307,Eli Rogers,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18432,Emanuel Hall,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17430,Emmanuel Butler,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17160,Fred Brown,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,13507,Freddie Martino,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18565,Gary Jennings Jr.,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18229,Hakeem Butler,WR,DEN,,no,None; FFA has no matching enrichment row
2020,unmatched,19771,Isaiah Coulter,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19375,Isaiah Hodgins,WR,NYG,,no,None; FFA has no matching enrichment row
2020,unmatched,17732,J.J. Jones,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,14234,J.J. Nelson,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,14083,Jake Kumerow,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17260,Jaleel Scott,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17910,Jalen Tolliver,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18053,Janarion Grant,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11211,Jarius Wright,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11898,Jaron Brown,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19590,Jauan Jennings,WR,MIN,,no,None; FFA has no matching enrichment row
2020,unmatched,18008,Jawill Davis,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18657,Jazz Ferguson,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19478,Jeff Thomas,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16490,Jehu Chesson,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9986,Jeremy Kerley,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11548,Jermaine Kearse,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17285,Jester Weah,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,15803,Johnny Holton,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17267,Jordan Lasley,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9320,Jordy Nelson,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16539,Josh Malone,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,13970,Justin Hardy,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11626,Justin Hunter,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18699,Juwann Winfree,WR,HOU,,no,None; FFA has no matching enrichment row
2020,unmatched,11081,Kamar Aiken,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18540,Keelan Doss,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,15716,Keenan Reynolds,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,12121,Kelvin Benjamin,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18811,Kelvin McKnight,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,13899,Kevin White,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19753,Kirk Merritt,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16497,Krishawn Hogan,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17155,Lance Lenoir Jr.,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,15495,Laquon Treadwell,WR,IND,,no,None; FFA has no matching enrichment row
2020,unmatched,15607,Leonte Carroo,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16438,Malachi Dupre,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17256,Marcell Ateman,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18715,Marcus Green,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16215,Marken Michel,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11609,Markus Wheaton,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,12136,Martavis Bryant,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16108,Max McCaffrey,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9460,Michael Crabtree,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11198,Michael Floyd,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9479,Mike Wallace,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16076,Mose Frazier,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,12060,Nick Williams,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19654,Omar Bayless,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,12129,Paul Richardson Jr.,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,9510,Pierre Garcon,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19715,Quez Watkins,WR,PHI,,no,None; FFA has no matching enrichment row
2020,unmatched,16557,Quincy Adeboyejo,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,13972,Rashad Greene,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17203,Rashard Davis,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19194,Reggie Begelton,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16875,Riley McCarron,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11380,Rishard Matthews,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17224,River Cracraft,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11433,Rod Streater,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16494,Rodney Adams,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11601,Russell Shepard,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,12260,Ryan Grant,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16631,Ryan Switzer,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,13911,Sammie Coates,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,17302,Simmie Cobbs Jr.,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18969,Spencer Schnell,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16498,Stacy Coley,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,12134,T.J. Jones,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,12888,Taylor Gabriel,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,16426,Taywan Taylor,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,11627,Terrance Williams,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,10092,Terrelle Pryor Sr.,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18370,Terry Godwin,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19052,Tom Kennedy,WR,DET,,no,None; FFA has no matching enrichment row
2020,unmatched,9884,Torrey Smith,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18726,Trenton Irwin,WR,SF,,no,None; FFA has no matching enrichment row
2020,unmatched,17266,Trey Quinn,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,18402,Tyre Brady,WR,FA,,no,None; FFA has no matching enrichment row
2020,unmatched,19851,Will Hastings,WR,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,19058,Chase McLaughlin,K,TB,,no,None; FFA has no matching enrichment row
2021,unmatched,18670,Tristan Vizcaino,K,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,23297,Evan McPherson,K,CIN,,no,None; FFA has no matching enrichment row
2021,unmatched,23460,Quinn Nordin,K,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,17792,Ryan Santoso,K,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,19766,Matt Ammendola,K,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,19028,Joey Slye,K,TEN,,no,None; FFA has no matching enrichment row
2021,unmatched,12378,Brett Maher,K,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,17693,Michael Badgley,K,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,9573,Stephen Gostkowski,K,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,16841,P.J. Walker,QB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,16389,DeShone Kizer,QB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,15845,Jake Rudock,QB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,9714,Joe Webb III,QB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,18255,Ryan Finley,QB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,13930,Sean Mannion,QB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,12108,Devonta Freeman,RB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,22813,Elijah Mitchell,RB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,20155,Jaret Patterson,RB,LAC,,no,None; FFA has no matching enrichment row
2021,unmatched,19664,Sewo Olonilua,RB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,19537,Larry Rountree III,RB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,19368,Caleb Huntley,RB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,23286,Gerrid Doaks,RB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,20107,Mekhi Sargent,RB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,20105,Demetric Felton Jr.,RB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,23334,JaQuan Hardy,RB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,17248,Josh Adams,RB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,17352,Godwin Igwebuike,RB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,19113,Derrick Gore,RB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,18460,Dexter Williams,RB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,23532,Otis Anderson Jr.,RB,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,19544,Patrick Taylor Jr.,RB,SF,,no,None; FFA has no matching enrichment row
2021,unmatched,16878,Evan Baylis,TE,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,17914,Codey McElroy,TE,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,19688,Noah Togiai,TE,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,15913,Temarrick Hemingway,TE,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,9948,Luke Stocker,TE,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,16503,Cole Hikutini,TE,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,23242,Terrace Marshall Jr.,WR,MIA,,no,None; FFA has no matching enrichment row
2021,unmatched,18876,Deonte Harty,WR,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,22785,Dee Eskridge,WR,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,18804,Tyron Billy-Johnson,WR,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,18714,Scotty Miller,WR,CHI,,no,None; FFA has no matching enrichment row
2021,unmatched,19747,Nick Westbrook-Ikhine,WR,IND,,no,None; FFA has no matching enrichment row
2021,unmatched,18719,John Ursua,WR,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,16834,C.J. Board,WR,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,23270,Racey McMath,WR,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,18787,Penny Hart,WR,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,17519,Daurice Fountain,WR,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,23395,Michael Strachan,WR,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,22800,Dax Milne,WR,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,19590,Jauan Jennings,WR,MIN,,no,None; FFA has no matching enrichment row
2021,unmatched,18605,Antoine Wesley,WR,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,19338,Antonio Gandy-Golden,WR,FA,,no,None; FFA has no matching enrichment row
2021,unmatched,13979,Phillip Dorsett II,WR,LV,,no,None; FFA has no matching enrichment row
2022,unmatched,17693,Michael Badgley,K,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,23462,Chris Naggar,K,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,19774,Lirim Hajrullahu,K,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,19376,Shane Buechele,QB,BUF,,no,None; FFA has no matching enrichment row
2022,unmatched,16841,P.J. Walker,QB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,13930,Sean Mannion,QB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,18446,Easton Stick,QB,IND,,no,None; FFA has no matching enrichment row
2022,unmatched,20081,Feleipe Franks,QB,CAR,,no,None; FFA has no matching enrichment row
2022,unmatched,20159,Ian Book,QB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,19220,Jacob Eason,QB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,15615,Jeff Driskel,QB,WAS,,no,None; FFA has no matching enrichment row
2022,unmatched,19383,Kellen Mond,QB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,16414,Nathan Peterman,QB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,11872,Ryan Griffin,QB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,19803,Sam Ehlinger,QB,DEN,,no,None; FFA has no matching enrichment row
2022,unmatched,13926,Tevin Coleman,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,18026,Jeff Wilson Jr.,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,22976,Tyler Goodson,RB,ATL,,no,None; FFA has no matching enrichment row
2022,unmatched,24173,Pierre Strong Jr.,RB,GB,,no,None; FFA has no matching enrichment row
2022,unmatched,17245,Royce Freeman,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,18620,Darwin Thompson,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,17777,Ryan Nall,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,15771,Andy Janovich,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,17497,Jordan Wilkins,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,15546,Alex Collins,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,16707,Alex Armah Jr.,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,18673,Jakob Johnson,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,17201,Trey Edmunds,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,19844,Reggie Gilliam,RB,NE,,no,None; FFA has no matching enrichment row
2022,unmatched,24572,Brittain Brown,RB,CHI,,no,None; FFA has no matching enrichment row
2022,unmatched,23327,Tory Carter,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,17352,Godwin Igwebuike,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,17867,Reggie Bonnafon,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,19487,Darius Bradwell,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,20155,Jaret Patterson,RB,LAC,,no,None; FFA has no matching enrichment row
2022,unmatched,19655,Jason Huntley,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,19537,Larry Rountree III,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,13953,Malcolm Brown,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,24205,Malik Davis,RB,DAL,,no,None; FFA has no matching enrichment row
2022,unmatched,23512,Nate McCrary,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,20011,Nathan Cottrell,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,9962,Taiwan Jones,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,19636,Ty'Son Williams,RB,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,23394,Zach Davidson,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,18431,Kendall Blanton,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,22971,Peyton Hendershot,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,24242,Armani Rogers,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,22672,Dominique Dafney,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,16582,Darrell Daniels,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,18614,Jace Sternberger,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,19893,Tommy Hudson,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,24778,Jake Tonges,TE,SF,,no,None; FFA has no matching enrichment row
2022,unmatched,18350,Daniel Helm,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,24216,Tanner Conner,TE,NYG,,no,None; FFA has no matching enrichment row
2022,unmatched,16064,Alex Ellis,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,17914,Codey McElroy,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,17879,Deon Yelder,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,17486,Ethan Wolf,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,16022,J.P. Holtz,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,19250,Jared Pinkney,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,17660,Jordan Franks,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,22831,Miller Forristall,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,17541,Ryan Izzo,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,23212,Sammis Reyes,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,17273,Troy Fumagalli,TE,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,23242,Terrace Marshall Jr.,WR,MIA,,no,None; FFA has no matching enrichment row
2022,unmatched,22785,Dee Eskridge,WR,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,19871,Jaylon Moore,WR,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,18876,Deonte Harty,WR,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,17306,Auden Tate,WR,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,18815,Trinity Benson,WR,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,17130,Greg Ward,WR,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,16834,C.J. Board,WR,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,23893,Michael Woods II,WR,DEN,,no,None; FFA has no matching enrichment row
2022,unmatched,20122,Dazz Newsome,WR,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,23305,Tre Nixon,WR,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,24857,Dennis Houston,WR,TB,,no,None; FFA has no matching enrichment row
2022,unmatched,11440,Josh Gordon,WR,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,24812,Lance McCutcheon,WR,TEN,,no,None; FFA has no matching enrichment row
2022,unmatched,23887,Slade Bolden,WR,FA,,no,None; FFA has no matching enrichment row
2022,unmatched,18804,Tyron Billy-Johnson,WR,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,25222,Lucas Havrisik,K,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,24549,Cade York,K,NYJ,,no,None; FFA has no matching enrichment row
2023,unmatched,9433,Mason Crosby,K,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,17693,Michael Badgley,K,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,11339,Randy Bullock,K,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,19469,Rodrigo Blankenship,K,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,9549,Ryan Succop,K,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,17635,Tyler Davis,K,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,9702,Colt McCoy,QB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,25746,Tommy DeVito,QB,NE,,no,None; FFA has no matching enrichment row
2023,unmatched,9300,Joe Flacco,QB,CIN,,no,None; FFA has no matching enrichment row
2023,unmatched,15520,Carson Wentz,QB,MIN,,no,None; FFA has no matching enrichment row
2023,unmatched,14142,Trevor Siemian,QB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,16841,P.J. Walker,QB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,17801,Tim Boyle,QB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,22988,Malik Cunningham,QB,DET,,no,None; FFA has no matching enrichment row
2023,unmatched,15615,Jeff Driskel,QB,WAS,,no,None; FFA has no matching enrichment row
2023,unmatched,11686,Matt Barkley,QB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,20081,Feleipe Franks,QB,CAR,,no,None; FFA has no matching enrichment row
2023,unmatched,23121,Max Duggan,QB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,18241,Will Grier,QB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,19243,Jake Fromm,QB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,12091,AJ McCarron,QB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,25628,Dresser Winn,QB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,19618,Jake Luton,QB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,9444,Matt Ryan,QB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,24575,Chris Oladokun,QB,KC,,no,None; FFA has no matching enrichment row
2023,unmatched,9326,Josh Johnson,QB,CIN,,no,None; FFA has no matching enrichment row
2023,unmatched,19376,Shane Buechele,QB,BUF,,no,None; FFA has no matching enrichment row
2023,unmatched,19827,Ben DiNucci,QB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,17239,Logan Woodside,QB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,16425,Kareem Hunt,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,18026,Jeff Wilson Jr.,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,16378,Leonard Fournette,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,17245,Royce Freeman,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,23796,Abram Smith,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,23117,Kevin Harris,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,18588,Darrell Henderson Jr.,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,19482,Tony Jones Jr.,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,19418,Darrynton Evans,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,19544,Patrick Taylor Jr.,RB,SF,,no,None; FFA has no matching enrichment row
2023,unmatched,25831,Owen Wright,RB,HOU,,no,None; FFA has no matching enrichment row
2023,unmatched,19425,Trey Sermon,RB,ATL,,no,None; FFA has no matching enrichment row
2023,unmatched,19655,Jason Huntley,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,23027,Snoop Conner,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,18617,Damarea Crockett,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,22976,Tyler Goodson,RB,ATL,,no,None; FFA has no matching enrichment row
2023,unmatched,25265,DeWayne McBride,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,15792,Derek Watt,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,25823,Chris Brooks,RB,GB,,no,None; FFA has no matching enrichment row
2023,unmatched,13948,David Johnson,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,19438,J.J. Taylor,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,19333,La'Mical Perine,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,25770,Deneric Prince,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,19974,Jonathan Ward,RB,BAL,,no,None; FFA has no matching enrichment row
2023,unmatched,22948,Jashaun Corbin,RB,DAL,,no,None; FFA has no matching enrichment row
2023,unmatched,12334,Damien Williams,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,17352,Godwin Igwebuike,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,15637,Kenyan Drake,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,20155,Jaret Patterson,RB,LAC,,no,None; FFA has no matching enrichment row
2023,unmatched,25630,Jack Colletto,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,19631,James Robinson,RB,FA,,no,None; FFA has no matching enrichment row
2023,unmatched,23812,Tyler Badie,RB,DEN,,no,None; FFA has no matching enrichment row
2023,unmatched,16446,Corey Clement,RB,FA,,no,None; FFA has no matching enrichment row
